SHA256 Hash,XOR Keys,Campaign Date,Payload Family,Extracted Config,Extracted C2 info,Payload Campaign designator,Payload Mutex
03d2efb0706bab18e7b594b985f20bd316d9e074dc3906ebefe7ab4baffe5722,5dsadas435235bgdsgdfbvb3253453425345gfdsgfdgdf,3/9/2024,Amadey,"{""c2"": [], ""port"": [], ""campaign"": """", ""mutex"": """", ""non_standard"": {""key"": ""2cd47fa043c815e1a033c67832f3c6a5"", ""version"": ""4.18"", ""uri_path"": [""/j4Fvskd3/index[.]php""], ""plugins"": [""cred.dll""]}, ""Strings"": [""topgamecheats[.]dev"", ""/j4Fvskd3/index[.]php"", ""4.18"", ""S-%lu-"", ""%-lu"", ""-%lu"", ""154561dcbf"", ""Dctooux.exe"", ""SOFTWARE\\Microsoft\\Windows\\CurrentVersion\\RunOnce"", ""SOFTWARE\\Microsoft\\Windows\\CurrentVersion\\Explorer\\User Shell Folders"", ""Startup"", ""cmd /C RMDIR /s/q "", ""SOFTWARE\\Microsoft\\Windows\\CurrentVersion\\Run"", ""rundll32 "", ""Programs"", ""SOFTWARE\\Microsoft\\Windows\\CurrentVersion\\Explorer\\Shell Folders"", ""%USERPROFILE%"", ""\\App"", ""POST"", ""cred.dll|clip.dll|"", ""Main"", ""http://"", ""https://"", ""/Plugins/"", ""&unit="", ""shell32.dll"", ""kernel32.dll"", ""GetNativeSystemInfo"", ""ProgramData\\"", ""AVAST Software"", ""Avira"", ""Kaspersky Lab"", ""ESET"", ""Panda Security"", ""Doctor Web"", ""360TotalSecurity"", ""Bitdefender"", ""Norton"", ""Sophos"", ""Comodo"", ""WinDefender"", ""0123456789"", ""Content-Type: multipart/form-data; boundary=----"", ""------"", ""\r\nContent-Disposition: form-data; name=\""data\""; filename=\"""", ""\""\r\nContent-Type: application/octet-stream\r\n\r\n"", ""\r\n------"", ""--\r\n"", ""?scr=1"", "".jpg"", ""Content-Type: application/x-www-form-urlencoded"", ""SYSTEM\\CurrentControlSet\\Control\\ComputerName\\ComputerName"", ""ComputerName"", ""abcdefghijklmnopqrstuvwxyz0123456789-_"", ""-unicode-"", ""SYSTEM\\CurrentControlSet\\Control\\UnitedVideo\\CONTROL\\VIDEO\\"", ""SYSTEM\\ControlSet001\\Services\\BasicDisplay\\Video"", ""VideoID"", ""\\0000"", ""DefaultSettings[.]XResolution"", ""DefaultSettings[.]YResolution"", ""SOFTWARE\\Microsoft\\Windows NT\\CurrentVersion"", ""ProductName"", ""2019"", ""2022"", ""2016"", ""CurrentBuild"", ""rundll32.exe"", ""\""taskkill /f /im \"""", ""\"" && timeout 1 && del "", ""&& Exit\"""", ""\"" && ren "", "" && "", ""Powershell.exe"", ""-executionpolicy remotesigned -File \"""", ""shutdown -s -t 0"", ""st=s"", ""random""]}",,,
0513a96a4f549212ad24a7ee47bf22018e6b3c097cca871138bdc7e4d05cee6c,EFF   tcOtc,10/2/2024,HeartCrypt (Nested Payload),NONE,,,
0520a17e3d8e51c452f6a306e87bd11747f54061b550323aaa3effdcbc976ae3,gasgff34534c,3/27/2024,LummaStealer,"{""c2"": [""associationokeo[.]shop"", ""turkeyunlikelyofw[.]shop"", ""pooreveningfuseor[.]pw"", ""edurestunningcrackyow[.]fun"", ""detectordiscusser[.]shop"", ""relevantvoicelesskw[.]shop"", ""colorfulequalugliess[.]shop"", ""wisemassiveharmonious[.]shop"", ""wisemassiveharmonious[.]shop""], ""port"": [], ""campaign"": ""HTa5Zk--xinzhao"", ""mutex"": """", ""non_standard"": {}}","associationokeo[.]shop,turkeyunlikelyofw[.]shop,pooreveningfuseor[.]pw,edurestunningcrackyow[.]fun,detectordiscusser[.]shop,relevantvoicelesskw[.]shop,colorfulequalugliess[.]shop,wisemassiveharmonious[.]shop,wisemassiveharmonious[.]shop",HTa5Zk--xinzhao,
0537aa42d49f4582426dcac92368b7c61410f264f98ac92077356f609053f6b7,DSE222peSpe,10/20/2024,LummaStealer,"{""c2"": [""reinforcenh[.]shop"", ""stogeneratmns[.]shop"", ""fragnantbui[.]shop"", ""drawzhotdog[.]shop"", ""vozmeatillu[.]shop"", ""offensivedzvju[.]shop"", ""ghostreedmnu[.]shop"", ""gutterydhowi[.]shop"", ""highawaretemptersudwu[.]xyz""], ""port"": [], ""campaign"": ""HpOoIh--@hydroshot"", ""mutex"": """", ""non_standard"": {}}","reinforcenh[.]shop,stogeneratmns[.]shop,fragnantbui[.]shop,drawzhotdog[.]shop,vozmeatillu[.]shop,offensivedzvju[.]shop,ghostreedmnu[.]shop,gutterydhowi[.]shop,highawaretemptersudwu[.]xyz",HpOoIh--@hydroshot,
054b1c2a6511ab68ace708daa654ce41faa2d96319887e7f2d662d7afed77228,LStAFAGTUEACCCb,9/28/2024,LummaStealer,"{""c2"": [""delaylacedmn[.]site"", ""writekdmsnu[.]site"", ""agentyanlark[.]site"", ""bellykmrebk[.]site"", ""underlinemdsj[.]site"", ""commandejorsk[.]site"", ""possiwreeste[.]site"", ""famikyjdiag[.]site"", ""sippytryedkwn[.]shop""], ""port"": [], ""campaign"": ""YT6gHy--"", ""mutex"": """", ""non_standard"": {}}","delaylacedmn[.]site,writekdmsnu[.]site,agentyanlark[.]site,bellykmrebk[.]site,underlinemdsj[.]site,commandejorsk[.]site,possiwreeste[.]site,famikyjdiag[.]site,sippytryedkwn[.]shop",YT6gHy--,
05ae5ba43084943a2366f64d6ea6495a18cbf52738a6109de317e09629723783,,3/12/2024,Vidar,"{""c2"": [""hXXp://167[.]235.207.130""], ""port"": [], ""campaign"": ""a933350d1a85cf3797edd973ca74c44c"", ""mutex"": """", ""Strings"": [""GetProcAddress"", ""lstrcatA"", ""OpenEventA"", ""CloseHandle"", ""Sleep"", ""GetUserDefaultLangID"", ""VirtualAllocExNuma"", ""VirtualFree"", ""GetSystemInfo"", ""HeapAlloc"", ""GetComputerNameA"", ""lstrcpyA"", ""GetProcessHeap"", ""GetCurrentProcess"", ""lstrlenA"", ""ExitProcess"", ""GlobalMemoryStatusEx"", ""GetSystemTime"", ""SystemTimeToFileTime"", ""gdi32.dll"", ""user32.dll"", ""crypt32.dll"", ""ntdll.dll"", ""CreateDCA"", ""GetDeviceCaps"", ""ReleaseDC"", ""CryptStringToBinaryA"", ""sscanf"", ""HAL9TH"", ""JohnDoe"", ""DISPLAY"", ""%hu/%hu/%hu"", ""GetEnvironmentVariableA"", ""GetFileAttributesA"", ""GlobalLock"", ""GlobalSize"", ""CreateToolhelp32Snapshot"", ""IsWow64Process"", ""Process32Next"", ""GetLocalTime"", ""GetTimeZoneInformation"", ""GetSystemPowerStatus"", ""GetVolumeInformationA"", ""Process32First"", ""GetLocaleInfoA"", ""GetUserDefaultLocaleName"", ""GetModuleFileNameA"", ""FindNextFileA"", ""SetEnvironmentVariableA"", ""LocalAlloc"", ""GetFileSizeEx"", ""SetFilePointer"", ""FindFirstFileA"", ""VirtualProtect"", ""GetLogicalProcessorInformationEx"", ""GetLastError"", ""MultiByteToWideChar"", ""GlobalFree"", ""WideCharToMultiByte"", ""TerminateProcess"", ""GetCurrentProcessId"", ""rstrtmgr.dll"", ""CreateCompatibleBitmap"", ""SelectObject"", ""BitBlt"", ""DeleteObject"", ""CreateCompatibleDC"", ""GdipGetImageEncodersSize"", ""GdipGetImageEncoders"", ""GdipCreateBitmapFromHBITMAP"", ""GdiplusStartup"", ""GdiplusShutdown"", ""GdipSaveImageToStream"", ""GdipDisposeImage"", ""GetHGlobalFromStream"", ""CreateStreamOnHGlobal"", ""CoUninitialize"", ""CoInitialize"", ""CoCreateInstance"", ""BCryptGenerateSymmetricKey"", ""BCryptCloseAlgorithmProvider"", ""BCryptDecrypt"", ""BCryptSetProperty"", ""BCryptDestroyKey"", ""BCryptOpenAlgorithmProvider"", ""GetWindowRect"", ""GetDesktopWindow"", ""GetDC"", ""EnumDisplayDevicesA"", ""GetKeyboardLayoutList"", ""CharToOemW"", ""RegQueryValueExA"", ""RegEnumKeyExA"", ""RegOpenKeyExA"", ""RegEnumValueA"", ""CryptBinaryToStringA"", ""CryptUnprotectData"", ""SHGetFolderPathA"", ""InternetOpenUrlA"", ""InternetConnectA"", ""InternetCloseHandle"", ""InternetOpenA"", ""HttpSendRequestA"", ""HttpOpenRequestA"", ""InternetReadFile"", ""InternetCrackUrlA"", ""StrStrA"", ""PathMatchSpecA"", ""GetModuleFileNameExA"", ""RmStartSession"", ""RmRegisterResources"", ""RmEndSession"", ""sqlite3_open"", ""sqlite3_prepare_v2"", ""sqlite3_step"", ""sqlite3_column_text"", ""sqlite3_finalize"", ""sqlite3_close"", ""sqlite3_column_bytes"", ""sqlite3_column_blob"", ""encrypted_key"", ""PATH"", ""C:\\ProgramData\\nss3.dll"", ""NSS_Shutdown"", ""PK11_GetInternalKeySlot"", ""PK11_FreeSlot"", ""PK11_Authenticate"", ""PK11SDR_Decrypt"", ""C:\\ProgramData\\"", ""SELECT origin_url, username_value, password_value FROM logins"", ""Soft: "", ""Host: "", ""Login: "", ""Password: "", ""Opera"", ""OperaGX"", ""Network"", ""Cookies"", "".txt"", ""TRUE"", ""FALSE"", ""SELECT name, value FROM autofill"", ""History"", ""SELECT url FROM urls LIMIT 1000"", ""CC"", ""SELECT name_on_card, expiration_month, expiration_year, card_number_encrypted FROM credit_cards"", ""Name: "", ""Month: "", ""Year: "", ""Card: "", ""Cookies"", ""Login Data"", ""History"", ""formSubmitURL"", ""usernameField"", ""encryptedUsername"", ""encryptedPassword"", ""guid"", ""SELECT host, isHttpOnly, path, isSecure, expiry, name, value FROM moz_cookies"", ""SELECT fieldname, value FROM moz_formhistory"", ""SELECT url FROM moz_places LIMIT 1000"", ""cookies[.]sqlite"", ""formhistory[.]sqlite"", ""places[.]sqlite"", ""Plugins"", ""Local Extension Settings"", ""Sync Extension Settings"", ""Opera Stable"", ""Opera GX Stable"", ""CURRENT"", ""chrome-extension_"", ""_0.indexeddb[.]leveldb"", ""profiles[.]ini"", ""chrome"", ""opera"", ""firefox"", ""Wallets"", ""%08lX%04lX%lu"", ""SOFTWARE\\Microsoft\\Windows NT\\CurrentVersion"", ""x64"", ""%d/%d/%d %d:%d:%d"", ""HARDWARE\\DESCRIPTION\\System\\CentralProcessor\\0"", ""ProcessorNameString"", ""SOFTWARE\\Microsoft\\Windows\\CurrentVersion\\Uninstall"", ""DisplayVersion"", ""msvcp140.dll"", ""softokn3.dll"", ""vcruntime140.dll"", ""\\Temp\\"", "".exe"", ""runas"", ""open"", ""%LOCALAPPDATA%"", ""%USERPROFILE%"", ""%PROGRAMFILES%"", ""%PROGRAMFILES_86%"", ""*.lnk"", ""Files"", ""\\Local Storage\\leveldb\\CURRENT"", ""\\Local Storage\\leveldb"", ""\\Telegram Desktop\\"", ""D877F783D5D3EF8C*"", ""map*"", ""A7FDF864FBC10B77*"", ""A92DAA6EA6F891F2*"", ""F8806DD0C461824F*"", ""Tox"", ""*.tox"", ""*.ini"", ""Software\\Microsoft\\Windows NT\\CurrentVersion\\Windows Messaging Subsystem\\Profiles\\Outlook\\9375CFF0413111d3B88A00104B2A6676\\"", ""Software\\Microsoft\\Office\\13.0\\Outlook\\Profiles\\Outlook\\9375CFF0413111d3B88A00104B2A6676\\"", ""Software\\Microsoft\\Office\\14.0\\Outlook\\Profiles\\Outlook\\9375CFF0413111d3B88A00104B2A6676\\"", ""Software\\Microsoft\\Office\u000e.0\\Outlook\\Profiles\\Outlook\\9375CFF0413111d3B88A00104B2A6676\\"", ""Software\\Microsoft\\Windows Messaging Subsystem\\Profiles\\9375CFF0413111d3B88A00104B2A6676\\"", ""\\Outlook\\accounts[.]txt"", ""Pidgin"", ""accounts[.]xml"", ""token: "", ""Software\\Valve\\Steam"", ""ssfn*"", ""config[.]vdf"", ""DialogConfig[.]vdf"", ""DialogConfigOverlay*.vdf"", ""libraryfolders[.]vdf"", ""loginusers[.]vdf"", ""\\Steam\\"", ""\\Discord\\tokens[.]txt"", ""/c timeout /t 5 & del /f /q \"""", ""\"" & del \""C:\\ProgramData\\*.dll\""\"" & exit"", ""C:\\Windows\\system32\\cmd.exe"", ""Content-Type: multipart/form-data; boundary=----"", ""Content-Disposition: form-data; name=\"""", ""build"", ""token"", ""message"", ""ABCDEFGHIJKLMNOPQRSTUVWXYZ1234567890"", ""screenshot[.]jpg"", ""\u0004\u00004\u0000 \u0000e\u0000*\u0000\u001a\u0000S\u0000^\u0000A\u0000*\u0000\u001e\u0000+\u0000\f\u0000T\u00002\u0000i\u0000"", ""\u0004\u00004\u0000 \u0000e\u0000\u0007\u0000\u001d\u0000S\u0000Z\u0000L\u0000'\u0000\u000b\u0000!\u0000\f\u0000M\u0000$\u0000n\u0000""], ""non_standard"": {""dead_drop"": [""hXXps://steamcommunity[.]com/profiles/76561199651834633"", ""hXXps://t[.]me/raf6ik""], ""version"": ""8.2""}}",hXXp://167[.]235.207.130,a933350d1a85cf3797edd973ca74c44c,
05f459b6b4d24a6da05e1281d8eb3b66d0daec3a8f5a1c50ca17e9b82b9a5f4b,5dsadas435235bgdsgdfbvb3253453425345gfdsgfdgdf,3/12/2024,XenoRat,"{""c2"": ""127[.]0.0.1"", ""port"": 4444, ""campaign"": """", ""mutex"": ""Xeno_rat_nd8912d"", ""non_standard"": {""EncryptionKey"": ""A6xnQhbz4Vx2HuGl4lXwZ5U2I8iziLRFnhP5eNfIRvQ="", ""delay"": 5000, ""DoStartup"": 2222, ""Install_path"": ""temp"", ""startup_name"": ""nothingset""}}",127[.]0.0.1,,Xeno_rat_nd8912d
05f77810972591f88192833e3b3b8015584fb97c407ebc677d0dbd975cebea3e,LStAFAGTUEACCCb,10/16/2024,LummaStealer,"{""c2"": [""delaylacedmn[.]site"", ""writekdmsnu[.]site"", ""agentyanlark[.]site"", ""bellykmrebk[.]site"", ""underlinemdsj[.]site"", ""commandejorsk[.]site"", ""possiwreeste[.]site"", ""famikyjdiag[.]site"", ""sippytryedkwn[.]shop""], ""port"": [], ""campaign"": ""YT6gHy--"", ""mutex"": """", ""non_standard"": {}}","delaylacedmn[.]site,writekdmsnu[.]site,agentyanlark[.]site,bellykmrebk[.]site,underlinemdsj[.]site,commandejorsk[.]site,possiwreeste[.]site,famikyjdiag[.]site,sippytryedkwn[.]shop",YT6gHy--,
060d6f9c0505a7709281567b10bbc91256a073ecd4fef23e3de47f5ff7aa40de,Aug 11guAgu,9/3/2024,QwqdanchunRat (Quasar Fork),"{""c2"": [""dxpam.duckdns[.]org""], ""port"": [""5999""], ""campaign"": ""Default"", ""mutex"": ""DcRatMutex_qwqdanchun"", ""non_standard"": {""Ver_sion"": "" 1.0.7"", ""In_stall"": ""false"", ""Install_Folder"": ""%AppData%"", ""Install_File"": """", ""Key"": ""anZMdEVsYU1yVHdNeFAxUFAzOFBTZk8xSURxbzRDUzU="", ""MTX"": ""DcRatMutex_qwqdanchun"", ""Certifi_cate"": ""MIICMDCCAZmgAwIBAgIVAIhNlmebb6nSe6ECHjMpYKJ1i7gvMA0GCSqGSIb3DQEBDQUAMGQxFTATBgNVBAMMDERjUmF0IFNlcnZlcjETMBEGA1UECwwKcXdxZGFuY2h1bjEcMBoGA1UECgwTRGNSYXQgQnkgcXdxZGFuY2h1bjELMAkGA1UEBwwCU0gxCzAJBgNVBAYTAkNOMB4XDTIxMDEyODA1MzU1N1oXDTMxMTEwNzA1MzU1N1owEDEOMAwGA1UEAwwFRGNSYXQwgZ8wDQYJKoZIhvcNAQEBBQADgY0AMIGJAoGBALz18kcXxyYRNtzNciIOitqVEEKYOOJZOGjSaWOLKz3M/Df8QpKzt86Y+GK3639BYF/OzJ6i8PyJcI4jCe+L56ytnlJDfAYTzg7df+pvpE6bSgYYgBSEMcKBPrpx6bV5z/V8FOCVqlt9xfM47rHzIs6kOkc0Xu0TqFGxVfi3Koj/AgMBAAGjMjAwMB0GA1UdDgQWBBQOZShjgdZ92lUVGT5AalbF4rcBrDAPBgNVHRMBAf8EBTADAQH/MA0GCSqGSIb3DQEBDQUAA4GBABuRWEmIgb/BjPElBrcq4LuUTHLBWgnJN3yXXtFA+Nl/+mYto5FZMUmzz3mbjKRHuzo79jdei4h1vSO9+2gTFWw1mY8HoeEoyL0YExBQMCoUPjpLJEuAydiWBMXXBmv0zPzE3W7zhG6DRe8pXQkZ2yu8c9G4KxXS1ITmSrlJqBQ6"", ""Server_signa_ture"": ""eROjiuz0PWs+xgxamB7sdm3kB9OKtq8I1pPHgtkdiF0h9pw4eJzyp0fCw7zAO7/Q6+ftDqxvY+0OnHCoiErkMARDy55VYX6/gB5S0xXaoVgAqsvboJJN7EtFrwNTMUTPnslStHIwjEI/4a7JpzD5BLO0KCD9qZ2yVxSo7MwJXPE="", ""Paste_bin"": ""null"", ""BS_OD"": ""false"", ""Hw_id"": 0, ""De_lay"": ""1"", ""Group"": ""Default"", ""Anti_Process"": ""false"", ""An_ti"": ""false""}}",dxpam.duckdns[.]org,Default,DcRatMutex_qwqdanchun
07177a2cc9ea981ef0d694eb9ef15516a9da72efa4a2f18cad65532fd4d1e190,43423fdasfdasfa32143242,3/18/2024,Vidar,"{""c2"": [""hXXp://167[.]235.207.130""], ""port"": [], ""campaign"": ""9e87ffa15d95120a3f4c94e945bf4479"", ""mutex"": """", ""Strings"": [""GetProcAddress"", ""lstrcatA"", ""OpenEventA"", ""CloseHandle"", ""Sleep"", ""GetUserDefaultLangID"", ""VirtualAllocExNuma"", ""VirtualFree"", ""GetSystemInfo"", ""HeapAlloc"", ""GetComputerNameA"", ""lstrcpyA"", ""GetProcessHeap"", ""GetCurrentProcess"", ""lstrlenA"", ""ExitProcess"", ""GlobalMemoryStatusEx"", ""GetSystemTime"", ""SystemTimeToFileTime"", ""gdi32.dll"", ""user32.dll"", ""crypt32.dll"", ""ntdll.dll"", ""CreateDCA"", ""GetDeviceCaps"", ""ReleaseDC"", ""CryptStringToBinaryA"", ""sscanf"", ""HAL9TH"", ""JohnDoe"", ""DISPLAY"", ""%hu/%hu/%hu"", ""GetEnvironmentVariableA"", ""GetFileAttributesA"", ""GlobalLock"", ""GlobalSize"", ""CreateToolhelp32Snapshot"", ""IsWow64Process"", ""Process32Next"", ""GetLocalTime"", ""GetTimeZoneInformation"", ""GetSystemPowerStatus"", ""GetVolumeInformationA"", ""Process32First"", ""GetLocaleInfoA"", ""GetUserDefaultLocaleName"", ""GetModuleFileNameA"", ""FindNextFileA"", ""SetEnvironmentVariableA"", ""LocalAlloc"", ""GetFileSizeEx"", ""SetFilePointer"", ""FindFirstFileA"", ""VirtualProtect"", ""GetLogicalProcessorInformationEx"", ""GetLastError"", ""MultiByteToWideChar"", ""GlobalFree"", ""WideCharToMultiByte"", ""TerminateProcess"", ""GetCurrentProcessId"", ""rstrtmgr.dll"", ""CreateCompatibleBitmap"", ""SelectObject"", ""BitBlt"", ""DeleteObject"", ""CreateCompatibleDC"", ""GdipGetImageEncodersSize"", ""GdipGetImageEncoders"", ""GdipCreateBitmapFromHBITMAP"", ""GdiplusStartup"", ""GdiplusShutdown"", ""GdipSaveImageToStream"", ""GdipDisposeImage"", ""GetHGlobalFromStream"", ""CreateStreamOnHGlobal"", ""CoUninitialize"", ""CoInitialize"", ""CoCreateInstance"", ""BCryptGenerateSymmetricKey"", ""BCryptCloseAlgorithmProvider"", ""BCryptDecrypt"", ""BCryptSetProperty"", ""BCryptDestroyKey"", ""BCryptOpenAlgorithmProvider"", ""GetWindowRect"", ""GetDesktopWindow"", ""GetDC"", ""EnumDisplayDevicesA"", ""GetKeyboardLayoutList"", ""CharToOemW"", ""RegQueryValueExA"", ""RegEnumKeyExA"", ""RegOpenKeyExA"", ""RegEnumValueA"", ""CryptBinaryToStringA"", ""CryptUnprotectData"", ""SHGetFolderPathA"", ""InternetOpenUrlA"", ""InternetConnectA"", ""InternetCloseHandle"", ""InternetOpenA"", ""HttpSendRequestA"", ""HttpOpenRequestA"", ""InternetReadFile"", ""InternetCrackUrlA"", ""StrStrA"", ""PathMatchSpecA"", ""GetModuleFileNameExA"", ""RmStartSession"", ""RmRegisterResources"", ""RmEndSession"", ""sqlite3_open"", ""sqlite3_prepare_v2"", ""sqlite3_step"", ""sqlite3_column_text"", ""sqlite3_finalize"", ""sqlite3_close"", ""sqlite3_column_bytes"", ""sqlite3_column_blob"", ""encrypted_key"", ""PATH"", ""C:\\ProgramData\\nss3.dll"", ""NSS_Shutdown"", ""PK11_GetInternalKeySlot"", ""PK11_FreeSlot"", ""PK11_Authenticate"", ""PK11SDR_Decrypt"", ""C:\\ProgramData\\"", ""SELECT origin_url, username_value, password_value FROM logins"", ""Soft: "", ""Host: "", ""Login: "", ""Password: "", ""Opera"", ""OperaGX"", ""Network"", ""Cookies"", "".txt"", ""TRUE"", ""FALSE"", ""SELECT name, value FROM autofill"", ""History"", ""SELECT url FROM urls LIMIT 1000"", ""CC"", ""SELECT name_on_card, expiration_month, expiration_year, card_number_encrypted FROM credit_cards"", ""Name: "", ""Month: "", ""Year: "", ""Card: "", ""Cookies"", ""Login Data"", ""History"", ""formSubmitURL"", ""usernameField"", ""encryptedUsername"", ""encryptedPassword"", ""guid"", ""SELECT host, isHttpOnly, path, isSecure, expiry, name, value FROM moz_cookies"", ""SELECT fieldname, value FROM moz_formhistory"", ""SELECT url FROM moz_places LIMIT 1000"", ""cookies[.]sqlite"", ""formhistory[.]sqlite"", ""places[.]sqlite"", ""Plugins"", ""Local Extension Settings"", ""Sync Extension Settings"", ""Opera Stable"", ""Opera GX Stable"", ""CURRENT"", ""chrome-extension_"", ""_0.indexeddb[.]leveldb"", ""profiles[.]ini"", ""chrome"", ""opera"", ""firefox"", ""Wallets"", ""%08lX%04lX%lu"", ""SOFTWARE\\Microsoft\\Windows NT\\CurrentVersion"", ""x64"", ""%d/%d/%d %d:%d:%d"", ""HARDWARE\\DESCRIPTION\\System\\CentralProcessor\\0"", ""ProcessorNameString"", ""SOFTWARE\\Microsoft\\Windows\\CurrentVersion\\Uninstall"", ""DisplayVersion"", ""msvcp140.dll"", ""softokn3.dll"", ""vcruntime140.dll"", ""\\Temp\\"", "".exe"", ""runas"", ""open"", ""%LOCALAPPDATA%"", ""%USERPROFILE%"", ""%PROGRAMFILES%"", ""%PROGRAMFILES_86%"", ""*.lnk"", ""Files"", ""\\Local Storage\\leveldb\\CURRENT"", ""\\Local Storage\\leveldb"", ""\\Telegram Desktop\\"", ""D877F783D5D3EF8C*"", ""map*"", ""A7FDF864FBC10B77*"", ""A92DAA6EA6F891F2*"", ""F8806DD0C461824F*"", ""Tox"", ""*.tox"", ""*.ini"", ""Software\\Microsoft\\Windows NT\\CurrentVersion\\Windows Messaging Subsystem\\Profiles\\Outlook\\9375CFF0413111d3B88A00104B2A6676\\"", ""Software\\Microsoft\\Office\\13.0\\Outlook\\Profiles\\Outlook\\9375CFF0413111d3B88A00104B2A6676\\"", ""Software\\Microsoft\\Office\\14.0\\Outlook\\Profiles\\Outlook\\9375CFF0413111d3B88A00104B2A6676\\"", ""Software\\Microsoft\\Office\u000e.0\\Outlook\\Profiles\\Outlook\\9375CFF0413111d3B88A00104B2A6676\\"", ""Software\\Microsoft\\Windows Messaging Subsystem\\Profiles\\9375CFF0413111d3B88A00104B2A6676\\"", ""\\Outlook\\accounts[.]txt"", ""Pidgin"", ""accounts[.]xml"", ""token: "", ""Software\\Valve\\Steam"", ""ssfn*"", ""config[.]vdf"", ""DialogConfig[.]vdf"", ""DialogConfigOverlay*.vdf"", ""libraryfolders[.]vdf"", ""loginusers[.]vdf"", ""\\Steam\\"", ""\\Discord\\tokens[.]txt"", ""/c timeout /t 5 & del /f /q \"""", ""\"" & del \""C:\\ProgramData\\*.dll\""\"" & exit"", ""C:\\Windows\\system32\\cmd.exe"", ""Content-Type: multipart/form-data; boundary=----"", ""Content-Disposition: form-data; name=\"""", ""build"", ""token"", ""message"", ""ABCDEFGHIJKLMNOPQRSTUVWXYZ1234567890"", ""screenshot[.]jpg"", ""\u0004\u00004\u0000 \u0000e\u0000*\u0000\u001a\u0000S\u0000^\u0000A\u0000*\u0000\u001e\u0000+\u0000\f\u0000T\u00002\u0000i\u0000"", ""\u0004\u00004\u0000 \u0000e\u0000\u0007\u0000\u001d\u0000S\u0000Z\u0000L\u0000'\u0000\u000b\u0000!\u0000\f\u0000M\u0000$\u0000n\u0000""], ""non_standard"": {""dead_drop"": [""hXXps://steamcommunity[.]com/profiles/76561199651834633"", ""hXXps://t[.]me/raf6ik""], ""version"": ""8.3""}}",hXXp://167[.]235.207.130,9e87ffa15d95120a3f4c94e945bf4479,
083be5f3ca7305f6a0f6a769483a48ba6098984b7192db9079839c3c90469d18,fuckSsentinc,10/11/2024,LummaStealer,"{""c2"": [""wickedneatr[.]sbs"", ""invinjurhey[.]sbs"", ""laddyirekyi[.]sbs"", ""exilepolsiy[.]sbs"", ""bemuzzeki[.]sbs"", ""exemplarou[.]sbs"", ""isoplethui[.]sbs"", ""frizzettei[.]sbs"", ""exilepolsiy[.]sbs""], ""port"": [], ""campaign"": ""tXk9hs--Linkedin"", ""mutex"": """", ""non_standard"": {}}","wickedneatr[.]sbs,invinjurhey[.]sbs,laddyirekyi[.]sbs,exilepolsiy[.]sbs,bemuzzeki[.]sbs,exemplarou[.]sbs,isoplethui[.]sbs,frizzettei[.]sbs,exilepolsiy[.]sbs",tXk9hs--Linkedin,
0848e727bba3960a0fbbdb403a4a8503658b872e621234b6999b14ff9eb855eb,5dsadas435235bgdsgdfbvb3253453425345gfdsgfdgdf,3/20/2024,PureCrypt Loader,NONE,,,
085a5ea0e085c1ec078df7771d6d4796a0d595b1c88d104568a37544c5bf4652,DOaEF1tcOtc,10/19/2024,XWorm,"{""c2"": [""putineveryone.ddns[.]net""], ""port"": [""7000""], ""campaign"": """", ""mutex"": ""qkdgL895kVfw28qj"", ""non_standard"": {""KEY"": ""<123456789>"", ""SPL"": ""<Xwormmm>"", ""Sleep"": ""3"", ""Groub"": ""Factura"", ""USBNM"": ""USB.exe"", ""mutex"": ""qkdgL895kVfw28qj""}}",putineveryone.ddns[.]net,,qkdgL895kVfw28qj
08b302febb6fee2f577bb42cc0dc2683bec71ce5e58a17587fa19e09692de5c1,MTGNSGNADS,6/13/2024,XWorm,"{""c2"": [""ergfdsvhiebviured.con-ip[.]com""], ""port"": [""7000""], ""campaign"": """", ""mutex"": ""tocJ8y9rGd4EJkzB"", ""non_standard"": {""KEY"": ""<123456789>"", ""SPL"": ""<Xwormmm>"", ""Sleep"": ""3"", ""Groub"": ""ARMENIA"", ""USBNM"": ""USB.exe"", ""mutex"": ""tocJ8y9rGd4EJkzB""}}",ergfdsvhiebviured.con-ip[.]com,,tocJ8y9rGd4EJkzB
0949ae633b8214009cb1c52d1bb2ea9f5066e90c0c285fcaf3844b0580e2f587,Sep222peSpe,10/14/2024,PureCrypt,NONE,,,
0965f85212e3c5fc2cd3e14499fd65b90c5aac7029a3d0afd61525284c5dc88f,MTGNSGNADS,5/13/2024,PureCrypt Loader,NONE,,,
391c15890e7db90a5ab7dbcd1d9d8050bb54584c3283232c9a3d6c299a8d0ef7,bb,1/27/2024,HeartCrypt (Nested Payload),NONE,,,
b19f406be8e31b70012e2256b375c5062181effcbae63c3b6021ea31eabecc0d,bb,1/27/2024,HeartCrypt (Nested Payload),NONE,,,
45dd5da0789b46e5a62749b0afb186191d5c2183cdabc8c58bb0ca036da735b6,bbbbb5,1/28/2024,HeartCrypt (Nested Payload),NONE,,,
0c04b6c3410b09724edb5f3ce6e8502ceeaa000475e7880bd255f3642decb890,bbbbb5,1/27/2024,HeartCrypt (Nested Payload),NONE,,,
356b236fe8d554369f76d635745d8ee5915bec76d07bf280460548cfd8b2da6d,bbbbb5,1/27/2024,HeartCrypt (Nested Payload),NONE,,,
